<<<<<<< HEAD
,Article identifier (PMID),DrugProt relation,Interactor argument 1,Interactor argument 2
7356,9873034,8,T5,T45
7357,9873034,8,T8,T48
7358,9873034,10,T12,T49
7359,9873034,8,T10,T49
7360,9873034,8,T11,T49
7361,11520216,8,T17,T21
7362,11520216,8,T18,T21
7363,11520216,10,T4,T20
7364,11707860,9,T3,T16
7365,11707860,9,T3,T17
7366,23052191,7,T8,T23
7367,10193665,5,T9,T27
7368,10193665,5,T11,T27
7369,10193665,5,T12,T27
7370,10193665,5,T13,T27
7371,10193665,5,T14,T27
7372,10193665,5,T16,T28
7373,10193665,5,T17,T28
7374,10193665,5,T18,T28
7375,10193665,5,T19,T28
7376,10193665,5,T21,T29
7377,10193665,5,T22,T29
7378,23318726,7,T14,T27
7379,23318726,7,T14,T28
7380,23318726,7,T18,T31
7381,23318726,7,T18,T32
7382,23318726,7,T18,T21
7383,23318726,7,T18,T22
7384,23318726,7,T3,T25
7385,23318726,0,T4,T26
7386,23439480,7,T11,T25
7387,23439480,6,T11,T27
7388,1407010,5,T17,T35
7389,1407010,5,T17,T40
7390,1407010,5,T18,T35
7391,1407010,5,T18,T40
7392,1407010,5,T21,T41
7393,1407010,5,T22,T41
7394,1407010,5,T20,T41
7395,1407010,5,T23,T41
7396,1407010,5,T24,T41
7397,1407010,5,T25,T41
7398,1407010,5,T26,T41
7399,1407010,5,T27,T41
7400,1407010,5,T28,T41
7401,1407010,5,T29,T41
7402,1407010,5,T30,T41
7403,1407010,5,T31,T41
7404,1407010,5,T32,T41
7405,1407010,5,T33,T41
7406,1407010,5,T1,T41
7407,1407010,5,T2,T41
7408,1407010,5,T3,T41
7409,1407010,5,T4,T41
7410,1407010,5,T5,T41
7411,1407010,5,T6,T41
7412,1407010,5,T7,T41
7413,1407010,5,T8,T34
7414,1407010,5,T8,T36
7415,1407010,5,T9,T34
7416,1407010,5,T9,T36
7417,1407010,5,T10,T34
7418,1407010,5,T10,T36
7419,1407010,5,T12,T37
7420,1407010,5,T12,T38
7421,1407010,5,T14,T37
7422,1407010,5,T14,T38
7423,1407010,5,T13,T37
7424,1407010,5,T13,T38
7425,1407010,5,T15,T37
7426,1407010,5,T15,T38
7427,18505444,8,T10,T24
7428,18505444,8,T11,T24
7429,18505444,8,T12,T24
7430,11318430,8,T3,T9
7431,11318430,8,T1,T9
7432,11318430,8,T1,T10
7433,11318430,8,T3,T10
7434,12512695,10,T11,T28
7435,12512695,10,T11,T31
7436,8647141,4,T10,T13
7437,7582530,5,T1,T26
7438,7582530,5,T1,T22
7439,7582530,5,T1,T25
7440,7582530,5,T16,T27
7441,7582530,5,T17,T28
7442,7582530,5,T18,T28
7443,7582530,5,T19,T29
7444,7582530,5,T20,T30
7445,7582530,0,T14,T24
7446,23446230,11,T5,T17
7447,23446230,11,T5,T10
7448,23446230,10,T7,T17
7449,23446230,10,T7,T10
7450,23446230,10,T2,T17
7451,23446230,10,T2,T10
7452,23446230,10,T4,T16
7453,23446230,8,T8,T26
7454,23446230,6,T8,T27
7455,23446230,8,T1,T12
7456,23585380,7,T2,T14
7457,23585380,7,T2,T8
7458,23585380,7,T3,T14
7459,23585380,7,T3,T8
7460,16899342,11,T15,T19
7461,16899342,11,T15,T25
7462,16899342,9,T10,T26
7463,16899342,9,T11,T26
7464,16899342,0,T4,T21
7465,16899342,0,T3,T21
7466,16899342,0,T6,T22
7467,16899342,0,T5,T22
7468,15544504,8,T1,T6
7469,15544504,8,T2,T6
7470,15544504,8,T3,T6
7471,15544504,8,T4,T6
7472,23639801,4,T4,T25
7473,23639801,4,T5,T25
7474,23639801,4,T7,T27
7475,23639801,0,T12,T35
7476,23639801,0,T12,T36
7477,23639801,0,T12,T37
7478,23639801,0,T12,T13
7479,23639801,0,T12,T14
7480,23639801,0,T12,T15
7481,23639801,5,T12,T16
7482,23639801,5,T12,T17
7483,23639801,5,T12,T18
7484,23639801,8,T11,T35
7485,23639801,8,T11,T36
7486,23639801,8,T11,T37
7487,23639801,8,T11,T13
7488,23639801,8,T11,T14
7489,23639801,8,T11,T15
7490,23639801,8,T11,T16
7491,23639801,8,T11,T17
7492,23639801,8,T11,T18
7493,23558297,4,T8,T12
7494,23558297,4,T1,T11
7495,23382458,11,T18,T35
7496,23382458,11,T10,T29
7497,23382458,11,T10,T30
7498,23382458,11,T10,T31
7499,23382458,11,T10,T32
7500,23382458,11,T11,T33
7501,23382458,11,T11,T34
7502,23382458,11,T1,T20
7503,23382458,8,T2,T22
7504,23382458,8,T3,T22
7505,23382458,8,T4,T23
7506,23382458,11,T7,T24
7507,23382458,11,T9,T26
7508,23382458,11,T9,T27
7509,23382458,11,T9,T28
7510,23382458,11,T1,T21
7511,2897127,0,T19,T27
7512,2897127,0,T5,T23
7513,2897127,0,T12,T25
7514,22658648,0,T9,T19
7515,22658648,0,T9,T11
7516,23583510,8,T12,T14
7517,16730121,1,T14,T18
7518,16730121,1,T15,T18
7519,16730121,1,T13,T16
7520,16730121,1,T12,T16
7521,16730121,1,T1,T16
7522,16730121,5,T5,T17
7523,16730121,5,T4,T17
7524,16730121,5,T3,T17
7525,23466342,6,T3,T20
7526,23466342,6,T3,T21
7527,23466342,11,T5,T22
7528,23466342,0,T6,T24
7529,23466342,0,T6,T26
7530,23466342,8,T6,T23
7531,23466342,6,T6,T23
7532,23466342,6,T8,T27
7533,23466342,8,T8,T28
7534,23466342,8,T8,T29
7535,23466342,8,T9,T30
7536,23466342,6,T10,T13
7537,23466342,8,T10,T14
7538,23466342,6,T10,T15
7539,23466342,8,T10,T16
7540,23466342,0,T10,T17
7541,23466342,6,T11,T31
7542,23585332,7,T10,T14
7543,23585332,7,T11,T13
7544,23122078,11,T11,T16
7545,10611634,4,T40,T69
7546,10611634,4,T48,T69
7547,10611634,5,T37,T65
7548,10611634,5,T37,T66
7549,10611634,5,T37,T67
7550,10611634,5,T37,T68
7551,10611634,5,T37,T70
7552,10611634,4,T39,T71
7553,10611634,4,T39,T72
7554,10611634,4,T39,T73
7555,10611634,4,T39,T74
7556,10611634,1,T39,T75
7557,10611634,5,T38,T71
7558,10611634,5,T38,T72
7559,10611634,5,T38,T73
7560,10611634,5,T38,T74
7561,10611634,5,T38,T75
7562,10611634,1,T41,T76
7563,10611634,4,T44,T77
7564,10611634,1,T47,T78
7565,10611634,1,T49,T58
7566,10611634,1,T50,T58
7567,10611634,4,T49,T59
7568,10611634,4,T50,T59
7569,10611634,4,T28,T61
7570,10611634,4,T31,T62
7571,10611634,1,T33,T63
7572,10611634,4,T43,T76
7573,10611634,4,T56,T84
7574,10611634,1,T56,T84
7575,10611634,4,T57,T84
7576,10611634,1,T57,T84
7577,10611634,4,T56,T79
7578,10611634,1,T56,T79
7579,10611634,4,T57,T79
7580,10611634,1,T57,T79
7581,10611634,4,T56,T80
7582,10611634,1,T56,T80
7583,10611634,4,T56,T81
7584,10611634,1,T56,T81
7585,10611634,4,T56,T82
7586,10611634,1,T56,T82
7587,11885959,8,T5,T17
7588,11885959,8,T5,T19
7589,11885959,11,T4,T17
7590,11885959,11,T4,T19
7591,11885959,10,T2,T17
7592,11885959,10,T2,T19
7593,11885959,10,T3,T17
7594,11885959,10,T3,T19
7595,11885959,5,T6,T18
7596,11885959,5,T7,T18
7597,11885959,5,T8,T18
7598,11885959,5,T9,T18
7599,11885959,5,T10,T18
7600,11885959,5,T11,T18
7601,11885959,5,T12,T18
7602,11885959,5,T1,T18
7603,11885959,8,T6,T18
7604,11885959,8,T7,T18
7605,11885959,8,T8,T18
7606,11885959,8,T9,T18
7607,11885959,8,T10,T18
7608,11885959,8,T11,T18
7609,11885959,8,T12,T18
7610,11885959,8,T1,T18
7611,7994588,8,T3,T11
7612,15358979,5,T1,T16
7613,15358979,5,T2,T16
7614,10517265,8,T7,T26
7615,10517265,8,T8,T27
7616,10517265,1,T10,T30
7617,10517265,1,T11,T30
7618,10517265,1,T12,T31
7619,10517265,1,T13,T31
7620,10517265,1,T9,T30
7621,10517265,1,T9,T31
7622,10517265,4,T20,T33
7623,10517265,0,T4,T24
7624,15175324,8,T10,T32
7625,15175324,8,T10,T33
7626,15175324,8,T10,T34
7627,15175324,0,T12,T35
7628,15175324,0,T12,T36
7629,15175324,9,T21,T49
7630,15175324,9,T14,T40
7631,15175324,9,T14,T41
7632,15175324,9,T14,T42
7633,15175324,9,T14,T43
7634,15175324,9,T14,T44
7635,15175324,0,T15,T46
7636,15175324,0,T18,T47
7637,15175324,8,T5,T29
7638,15175324,8,T5,T30
7639,15175324,0,T5,T31
7640,23000442,8,T3,T15
7641,23000442,8,T3,T16
7642,23000442,11,T4,T16
7643,23000442,11,T5,T16
7644,23000442,8,T10,T12
7645,23000442,8,T11,T18
7646,23000442,8,T2,T13
7647,23000442,8,T2,T14
7648,18593822,9,T1,T64
7649,18593822,9,T1,T62
7650,18593822,9,T1,T63
7651,18093407,4,T8,T17
7652,18093407,4,T8,T18
7653,23402744,8,T15,T26
7654,23402744,8,T16,T26
7655,16319075,11,T17,T30
7656,16319075,8,T4,T21
7657,16319075,8,T7,T26
7658,16319075,11,T8,T26
7659,16319075,8,T14,T28
7660,16319075,11,T1,T19
7661,16319075,11,T1,T20
7662,16472148,8,T1,T33
7663,16472148,8,T1,T38
7664,16472148,0,T12,T32
7665,16472148,6,T16,T34
7666,16472148,6,T16,T35
7667,16472148,6,T16,T36
7668,16472148,7,T16,T37
7669,16472148,6,T2,T18
7670,16472148,8,T2,T19
7671,16472148,0,T2,T20
7672,16472148,0,T2,T21
7673,16472148,0,T2,T22
7674,16472148,6,T4,T23
7675,16472148,0,T4,T24
7676,16472148,0,T4,T25
7677,16472148,0,T6,T26
7678,16472148,0,T9,T27
7679,16472148,0,T9,T28
7680,16472148,8,T9,T29
7681,16472148,0,T9,T30
7682,16472148,8,T9,T31
7683,23238299,8,T6,T23
7684,23238299,8,T6,T24
7685,23238299,8,T8,T25
7686,23238299,8,T8,T26
7687,23238299,6,T2,T11
7688,23238299,6,T2,T12
7689,23238299,6,T2,T13
7690,23238299,6,T2,T14
7691,23238299,6,T2,T15
7692,23238299,6,T2,T16
7693,23238299,6,T2,T17
7694,23238299,7,T2,T18
7695,23238299,7,T2,T19
7696,17619763,8,T2,T10
7697,17619763,8,T2,T11
7698,17619763,8,T2,T12
7699,17619763,8,T3,T10
7700,17619763,8,T3,T11
7701,17619763,8,T3,T12
7702,17619763,8,T4,T13
7703,23077105,0,T11,T35
7704,23077105,6,T1,T13
7705,23077105,4,T2,T14
7706,23077105,4,T3,T14
7707,23077105,7,T4,T12
7708,23077105,7,T4,T26
7709,23077105,7,T4,T29
7710,23077105,7,T6,T12
7711,23077105,7,T6,T26
7712,23077105,7,T6,T29
7713,23077105,0,T4,T12
7714,23077105,0,T4,T26
7715,23077105,0,T4,T29
7716,23077105,0,T6,T12
7717,23077105,0,T6,T26
7718,23077105,0,T6,T29
7719,23077105,6,T4,T23
7720,23077105,6,T6,T23
7721,23077105,6,T4,T24
7722,23077105,6,T6,T24
7723,23077105,8,T4,T23
7724,23077105,8,T4,T24
7725,23077105,8,T6,T23
7726,23077105,8,T6,T24
7727,23077105,6,T2,T15
7728,23077105,6,T3,T15
7729,23416173,8,T1,T3
7730,23416173,0,T1,T2
7731,23569204,9,T1,T6
7732,23569204,9,T2,T6
7733,20025554,5,T1,T26
7734,20025554,6,T3,T23
7735,20025554,6,T3,T24
7736,17033106,7,T3,T7
7737,17033106,10,T5,T9
7738,17033106,7,T4,T9
7739,17033106,0,T4,T9
7740,17033106,7,T4,T10
7741,17033106,7,T4,T11
7742,16531984,11,T2,T16
7743,16531984,11,T2,T17
7744,16531984,11,T4,T19
7745,12657913,4,T26,T31
7746,12657913,4,T27,T31
7747,12657913,4,T16,T29
7748,12657913,4,T19,T29
7749,12657913,8,T16,T28
7750,12657913,8,T19,T28
7751,12657913,8,T6,T30
7752,12657913,8,T5,T30
7753,12657913,11,T9,T30
7754,12657913,11,T10,T30
7755,23645248,8,T3,T16
7756,23418087,7,T6,T28
7757,23418087,7,T8,T28
7758,23418087,6,T9,T28
7759,23418087,11,T21,T30
7760,23418087,11,T21,T31
7761,23418087,11,T21,T32
7762,23418087,11,T21,T33
7763,23418087,11,T21,T25
7764,23418087,11,T21,T26
7765,23418087,11,T21,T27
7766,19836445,5,T32,T38
7767,19836445,5,T34,T38
7768,19836445,5,T35,T38
7769,19836445,5,T36,T38
7770,22422627,6,T5,T23
7771,22422627,6,T5,T24
7772,22422627,6,T5,T25
7773,22422627,6,T5,T26
7774,22422627,6,T6,T27
7775,22422627,8,T1,T8
7776,22422627,8,T1,T9
7777,22422627,6,T1,T10
7778,22422627,6,T1,T11
7779,22422627,6,T1,T12
7780,22422627,6,T5,T22
7781,23567243,6,T6,T12
7782,23567243,7,T6,T13
7783,23567243,7,T6,T14
7784,16675639,8,T18,T36
7785,16675639,8,T18,T37
7786,16675639,8,T18,T38
7787,16675639,8,T18,T39
7788,16675639,5,T19,T40
7789,16675639,4,T4,T35
7790,16675639,4,T5,T35
7791,16675639,5,T24,T41
7792,16675639,5,T24,T42
7793,16675639,11,T22,T41
7794,16675639,11,T23,T42
7795,16396637,7,T11,T46
7796,16396637,7,T3,T34
7797,16396637,7,T3,T35
7798,16396637,7,T9,T44
7799,16396637,7,T9,T45
7800,16396637,7,T10,T44
7801,16396637,7,T10,T45
7802,16396637,7,T11,T47
7803,16396637,7,T11,T48
7804,7911719,8,T27,T44
7805,7911719,2,T28,T44
7806,7911719,4,T1,T29
7807,7911719,4,T2,T29
7808,7911719,8,T6,T32
7809,7911719,8,T5,T31
7810,7911719,8,T20,T35
7811,7911719,11,T21,T37
7812,12113820,4,T8,T12
7813,12113820,4,T6,T10
7814,20600573,8,T13,T19
7815,20600573,8,T1,T18
7816,20600573,8,T3,T18
7817,20600573,8,T6,T15
7818,20600573,7,T8,T17
7819,20600573,8,T7,T16
7820,17352828,7,T1,T9
7821,23541436,6,T3,T11
7822,23541436,6,T3,T12
7823,23541436,6,T4,T11
7824,23541436,6,T4,T12
7825,23541436,6,T5,T13
7826,23541436,6,T6,T13
7827,23422569,8,T14,T47
7828,23422569,8,T15,T47
7829,23422569,8,T16,T47
7830,23422569,6,T3,T26
7831,23422569,6,T3,T27
7832,23422569,8,T21,T50
7833,23422569,6,T3,T25
7834,23422569,0,T5,T35
7835,23422569,8,T6,T35
7836,23261528,6,T8,T11
7837,23261528,8,T1,T12
7838,23261528,8,T1,T13
7839,23261528,8,T9,T19
7840,23261528,8,T10,T19
7841,23261528,8,T9,T20
7842,23261528,8,T10,T20
7843,9563368,5,T28,T35
7844,9563368,5,T29,T35
7845,9563368,5,T20,T34
7846,9563368,5,T21,T34
7847,9563368,5,T22,T34
7848,9563368,5,T23,T34
7849,9563368,5,T24,T34
7850,9563368,5,T25,T34
7851,9563368,5,T2,T35
7852,9563368,5,T3,T35
7853,9563368,5,T4,T31
7854,9563368,8,T6,T33
7855,9563368,8,T7,T33
7856,9563368,8,T8,T33
7857,9563368,8,T9,T33
7858,9563368,8,T10,T33
7859,11980628,5,T35,T74
7860,11980628,5,T36,T74
7861,11980628,5,T12,T41
7862,11980628,5,T12,T71
7863,11980628,9,T20,T60
7864,11980628,9,T20,T61
7865,11980628,9,T20,T62
7866,11980628,5,T28,T64
7867,11980628,5,T28,T65
7868,11980628,5,T28,T66
7869,11980628,5,T28,T67
7870,11980628,5,T28,T68
7871,11980628,5,T28,T69
7872,11980628,5,T28,T70
7873,11980628,8,T34,T72
7874,11980628,6,T34,T38
7875,11980628,6,T34,T39
7876,11980628,8,T34,T37
7877,11980628,6,T1,T40
7878,11980628,6,T7,T42
7879,11980628,6,T7,T43
7880,11980628,6,T9,T44
7881,11980628,6,T11,T45
7882,11980628,6,T14,T47
7883,11980628,8,T15,T48
7884,11980628,8,T15,T49
7885,11980628,6,T16,T50
7886,11980628,6,T16,T51
7887,11980628,8,T19,T58
7888,11980628,8,T19,T59
7889,23168241,7,T1,T18
7890,23168241,7,T2,T20
7891,23168241,6,T3,T20
7892,19141616,4,T16,T38
7893,23631463,5,T11,T19
7894,23631463,4,T4,T13
7895,23631463,4,T3,T13
7896,23631463,4,T6,T14
7897,23631463,1,T6,T15
7898,23631463,4,T9,T18
7899,23631463,1,T9,T12
7900,1328609,1,T1,T30
7901,1328609,5,T1,T36
7902,1328609,5,T1,T37
7903,1328609,1,T11,T31
7904,15133856,7,T5,T32
7905,15133856,6,T6,T32
7906,15133856,7,T8,T33
7907,15133856,7,T9,T33
7908,15133856,7,T8,T34
7909,15133856,7,T9,T34
7910,15133856,6,T11,T35
7911,15133856,7,T12,T35
7912,15133856,7,T13,T36
7913,15133856,7,T14,T36
7914,15133856,7,T13,T37
7915,15133856,7,T14,T37
7916,15133856,6,T17,T38
7917,15133856,6,T18,T38
7918,15133856,6,T17,T39
7919,15133856,6,T18,T39
7920,20566645,5,T13,T34
7921,20566645,5,T8,T22
7922,20566645,5,T8,T23
7923,20566645,5,T2,T15
7924,20566645,5,T2,T16
7925,8788445,8,T2,T11
7926,8788445,4,T7,T12
7927,23354536,1,T8,T22
7928,23354536,11,T9,T23
7929,23354536,11,T10,T23
7930,23354536,8,T1,T19
7931,23019138,1,T17,T29
7932,23019138,1,T18,T29
7933,23019138,1,T19,T29
7934,23019138,1,T20,T29
7935,23019138,1,T21,T29
7936,23019138,1,T22,T29
7937,23019138,1,T23,T29
7938,23019138,1,T5,T24
7939,23019138,1,T6,T24
7940,23019138,1,T8,T24
7941,23019138,1,T10,T25
7942,23019138,4,T11,T25
7943,23019138,4,T13,T26
7944,23019138,4,T15,T27
7945,23019138,4,T16,T27
7946,23019138,1,T14,T27
7947,23645211,7,T8,T28
7948,16782438,8,T6,T19
7949,16782438,8,T12,T25
7950,16782438,8,T12,T26
7951,16782438,8,T3,T16
7952,16782438,6,T3,T17
7953,16782438,8,T4,T18
7954,23284002,8,T24,T53
7955,23284002,7,T24,T51
7956,23284002,7,T24,T52
7957,23284002,8,T15,T37
7958,23284002,8,T16,T37
7959,23284002,0,T19,T38
7960,23284002,0,T19,T39
7961,23284002,0,T19,T40
7962,23284002,0,T19,T41
7963,23284002,8,T23,T50
7964,23284002,8,T4,T26
7965,23284002,7,T7,T28
7966,23284002,7,T7,T29
7967,23284002,8,T10,T31
7968,23284002,7,T10,T32
7969,23284002,7,T10,T33
7970,20497523,1,T14,T39
7971,20497523,1,T15,T40
7972,20497523,1,T16,T41
7973,20497523,1,T17,T42
7974,20497523,1,T3,T24
7975,20497523,1,T5,T25
7976,20497523,1,T7,T28
7977,15748157,8,T1,T32
7978,15748157,7,T16,T30
7979,15755648,8,T31,T50
7980,15755648,8,T31,T51
7981,15755648,8,T26,T43
7982,15755648,8,T27,T43
7983,15755648,8,T26,T44
7984,15755648,8,T27,T44
7985,15755648,8,T28,T45
7986,15755648,8,T28,T46
7987,15755648,8,T29,T47
7988,15755648,8,T29,T48
7989,15755648,8,T29,T49
7990,15755648,9,T18,T32
7991,15755648,5,T12,T32
7992,15755648,5,T13,T32
7993,12409268,11,T7,T22
7994,12409268,11,T7,T23
7995,12409268,11,T7,T24
7996,12409268,11,T8,T22
7997,12409268,11,T8,T23
7998,12409268,11,T8,T24
7999,17355872,8,T9,T16
8000,17355872,5,T2,T12
8001,17355872,8,T2,T13
8002,17355872,5,T4,T14
8003,17355872,5,T5,T14
8004,17355872,5,T6,T15
8005,17355872,9,T7,T15
8006,17513393,10,T15,T30
8007,17513393,10,T15,T31
8008,17513393,11,T19,T35
8009,17513393,11,T19,T36
8010,17513393,10,T20,T35
8011,17513393,10,T20,T36
8012,17513393,10,T1,T26
8013,17513393,11,T3,T27
8014,17513393,10,T4,T27
8015,17513393,11,T6,T29
8016,17513393,11,T6,T28
8017,17513393,11,T2,T26
8018,2270485,5,T12,T33
8019,2270485,5,T12,T34
8020,2270485,5,T2,T16
8021,2270485,5,T2,T18
8022,2270485,5,T2,T19
8023,2270485,5,T9,T25
8024,2270485,5,T9,T26
8025,2270485,5,T10,T27
8026,2270485,5,T10,T28
8027,2270485,5,T10,T29
8028,14871885,7,T13,T27
8029,14871885,0,T1,T17
8030,14871885,0,T1,T18
8031,14871885,0,T6,T19
8032,14871885,8,T9,T25
8033,14871885,0,T10,T26
8034,14871885,6,T10,T14
8035,14871885,6,T4,T16
8036,23500387,8,T9,T19
8037,23500387,8,T9,T18
8038,23500387,8,T1,T13
8039,23500387,8,T3,T15
8040,23500387,7,T9,T20
8041,23567956,8,T20,T25
8042,23567956,8,T21,T25
8043,23567956,8,T20,T26
8044,23567956,8,T21,T26
8045,23567956,8,T3,T23
8046,23567956,8,T3,T24
8047,19480470,11,T15,T60
8048,19480470,11,T15,T61
8049,19480470,8,T15,T62
8050,19480470,11,T17,T64
8051,23462886,6,T7,T19
8052,23462886,6,T7,T20
8053,23462886,1,T5,T18
8054,23462886,1,T3,T14
8055,23462886,6,T8,T19
8056,23462886,6,T8,T20
8057,12297509,0,T13,T48
8058,12297509,0,T5,T35
8059,23505344,11,T3,T18
8060,23505344,11,T5,T18
8061,23505344,11,T3,T19
8062,23505344,11,T5,T19
8063,23505344,11,T17,T20
8064,10981253,8,T15,T29
8065,10981253,8,T22,T31
8066,14646100,11,T7,T9
8067,14646100,11,T7,T11
8068,14646100,10,T2,T9
8069,14646100,10,T2,T11
8070,23643730,6,T19,T28
8071,23643730,6,T2,T20
8072,23643730,6,T2,T21
8073,23643730,6,T2,T22
8074,23643730,6,T2,T23
8075,23643730,6,T2,T24
8076,23643730,6,T2,T25
8077,23643730,6,T7,T26
8078,23151004,9,T1,T13
8079,23151004,9,T1,T8
8080,10932681,8,T12,T20
8081,10932681,11,T13,T20
8082,20573261,4,T2,T22
8083,16370964,8,T1,T15
8084,9587031,10,T2,T14
8085,9587031,10,T7,T15
8086,23274087,8,T6,T24
8087,23274087,7,T6,T25
8088,23274087,7,T6,T26
8089,23274087,7,T6,T27
8090,23274087,0,T2,T12
8091,15500910,10,T13,T16
8092,15500910,10,T13,T19
8093,15500910,11,T2,T16
8094,15500910,11,T2,T19
8095,15500910,11,T4,T16
8096,15500910,11,T4,T19
8097,15500910,11,T5,T16
8098,15500910,11,T5,T19
8099,15500910,10,T6,T16
8100,15500910,10,T6,T19
8101,15500910,10,T14,T25
8102,15500910,0,T3,T17
8103,23122079,7,T8,T24
8104,23122079,7,T8,T25
8105,23122079,6,T7,T24
8106,23122079,6,T7,T25
8107,23122079,8,T12,T28
8108,23122079,8,T12,T29
8109,23122079,8,T12,T30
8110,23122079,0,T14,T34
8111,23122079,6,T15,T19
8112,23122079,6,T15,T20
8113,23122079,0,T15,T21
8114,23122079,0,T15,T22
8115,23122079,0,T2,T23
8116,23122079,0,T16,T35
8117,23122079,0,T16,T36
8118,18045203,4,T1,T10
8119,18045203,5,T6,T12
8120,18045203,5,T6,T13
8121,17167165,0,T7,T26
8122,17167165,0,T8,T26
8123,17167165,0,T2,T11
8124,17167165,0,T3,T11
8125,17167165,0,T4,T11
8126,12826849,8,T12,T28
8127,12826849,5,T13,T28
8128,12826849,5,T14,T28
8129,12826849,5,T20,T36
8130,12826849,5,T7,T23
8131,12826849,8,T10,T24
8132,12826849,5,T17,T31
8133,12826849,5,T2,T21
8134,11481271,1,T16,T29
8135,11481271,1,T17,T29
8136,11481271,1,T18,T29
8137,11481271,4,T20,T33
8138,11481271,4,T21,T34
8139,11481271,4,T21,T35
8140,11481271,4,T22,T36
8141,11481271,4,T22,T37
8142,11481271,1,T1,T38
8143,11481271,1,T2,T38
8144,11481271,1,T3,T38
8145,11481271,1,T13,T26
8146,11481271,1,T14,T26
8147,11481271,1,T15,T26
8148,11481271,4,T10,T24
8149,11481271,4,T11,T24
8150,11481271,4,T12,T24
8151,15114505,8,T23,T28
8152,15114505,8,T8,T24
8153,15114505,8,T3,T24
8154,15114505,8,T5,T24
8155,15114505,8,T11,T24
8156,15114505,8,T16,T24
8157,15114505,8,T19,T24
8158,15114505,8,T1,T24
8159,15114505,8,T8,T25
8160,15114505,8,T3,T25
8161,15114505,8,T5,T25
8162,15114505,8,T11,T25
8163,15114505,8,T16,T25
8164,15114505,8,T19,T25
8165,15114505,8,T1,T25
8166,15114505,8,T4,T26
8167,15114505,8,T17,T27
8168,15114505,8,T18,T27
8169,17544870,7,T4,T20
8170,17544870,7,T8,T22
8171,23253441,8,T1,T5
8172,23608241,7,T4,T26
8173,23608241,7,T3,T26
8174,23608241,7,T5,T26
8175,23608241,7,T6,T27
8176,23608241,7,T9,T27
8177,8566141,7,T17,T31
8178,8566141,7,T1,T24
8179,8566141,7,T2,T24
8180,8566141,7,T3,T20
8181,8566141,4,T7,T22
8182,8566141,4,T9,T23
8183,8566141,6,T7,T25
8184,8566141,6,T9,T25
8185,8566141,7,T10,T25
8186,8566141,7,T11,T26
8187,8566141,4,T13,T27
8188,8566141,7,T14,T28
8189,23353901,1,T12,T41
8190,23353901,1,T13,T41
8191,23353901,1,T14,T41
8192,23353901,1,T15,T41
8193,23353901,1,T16,T41
8194,23353901,1,T18,T42
8195,23353901,1,T19,T42
8196,23353901,4,T21,T44
8197,23353901,4,T22,T45
8198,23353901,0,T6,T27
8199,23353901,5,T8,T33
8200,23570561,8,T3,T13
8201,23570561,8,T1,T10
8202,23219593,7,T4,T22
8203,16973691,1,T16,T26
8204,16973691,1,T16,T25
8205,16973691,1,T17,T26
8206,16973691,1,T17,T25
8207,16973691,4,T4,T23
8208,15322419,9,T5,T14
8209,15322419,9,T5,T15
8210,16313925,8,T16,T22
8211,16313925,8,T9,T20
8212,16313925,8,T15,T21
8213,7610922,11,T11,T37
8214,7610922,8,T14,T38
8215,7610922,8,T16,T38
8216,15336276,8,T1,T12
8217,15336276,8,T2,T12
8218,15336276,5,T9,T13
8219,15695169,1,T18,T37
8220,15695169,1,T19,T37
8221,15695169,1,T18,T38
8222,15695169,1,T19,T38
8223,15695169,1,T1,T28
8224,15695169,1,T5,T28
8225,15695169,5,T9,T24
8226,15695169,5,T9,T25
8227,15695169,5,T9,T26
8228,15695169,5,T9,T27
8229,15695169,5,T9,T29
8230,15695169,5,T9,T30
8231,15695169,5,T14,T32
8232,15695169,1,T6,T22
8233,15695169,1,T6,T23
8234,22944069,8,T7,T17
8235,22944069,8,T2,T8
8236,22944069,8,T2,T9
8237,22944069,8,T4,T14
8238,22944069,8,T4,T15
8239,12535612,11,T18,T35
8240,12535612,11,T18,T40
8241,12535612,5,T9,T38
8242,12535612,5,T10,T39
8243,12535612,5,T10,T41
8244,12535612,5,T11,T42
8245,12535612,5,T11,T43
8246,12535612,5,T13,T44
8247,12535612,5,T15,T45
8248,12535612,5,T1,T46
8249,12535612,5,T2,T20
8250,12535612,5,T3,T21
8251,12535612,5,T3,T22
8252,12535612,5,T4,T23
8253,12535612,5,T4,T24
8254,12535612,5,T5,T25
8255,12535612,5,T7,T30
8256,12535612,5,T7,T31
8257,23219887,5,T18,T36
8258,23219887,9,T20,T38
8259,23219887,9,T22,T25
8260,23219887,9,T23,T25
8261,23219887,5,T1,T25
8262,23219887,9,T8,T32
8263,23219887,9,T9,T32
8264,23219887,9,T10,T34
8265,23219887,9,T11,T34
8266,23219887,9,T12,T34
8267,2889803,5,T19,T21
8268,2889803,5,T5,T20
8269,2889803,0,T8,T20
8270,15887238,8,T1,T35
8271,15887238,0,T13,T51
8272,15887238,8,T1,T38
8273,15887238,8,T1,T40
8274,15887238,8,T1,T15
8275,15887238,8,T1,T18
8276,15887238,8,T1,T20
8277,15887238,0,T9,T36
8278,15887238,0,T9,T37
8279,15887238,0,T10,T41
8280,15887238,0,T11,T42
8281,15887238,7,T11,T42
8282,15887238,0,T2,T22
8283,15887238,0,T2,T23
8284,15887238,7,T3,T24
8285,15887238,7,T3,T25
